,Stall_no,Market_Category,Loyalty_customer,Product_Category,Grade,Demand,Discount_avail,charges_1,charges_2 (%),Minimum_price,Maximum_price,charges_range,Product_Category_Grade,Selling_Price,test_or_train
1229,23.0,150.0,1.0,6.0,0.0,59.0,1.0,132.0,5.0,6421.0,19515.0,0.0,24.0,1953.3897789999999,1.0
1230,42.0,116.0,0.0,2.0,0.0,1.0,0.0,154.0,7.0,1772.0,3454.0,0.0,8.0,2768.5531170000004,1.0
1231,32.0,116.0,1.0,8.0,2.0,67.0,0.0,236.0,1.0,1721.0,4934.0,1.0,34.0,3528.1917,1.0
1232,10.0,182.0,1.0,5.0,1.0,29.0,0.0,300.0,8.0,7746.0,12043.0,2.0,21.0,10176.91395,1.0
1233,37.0,212.0,1.0,1.0,2.0,64.0,0.0,281.0,12.0,3298.0,4592.0,1.0,6.0,4188.4227,1.0
1234,35.0,130.0,1.0,0.0,0.0,7.0,0.0,339.0,12.0,878.0,1838.0,2.0,0.0,1698.460137,1.0
1235,23.0,37.0,1.0,0.0,0.0,30.0,0.0,303.0,12.0,1356.0,2824.0,2.0,0.0,2389.521225,1.0
1236,46.0,8.0,1.0,2.0,0.0,99.0,0.0,133.0,6.0,560.0,6448.0,0.0,8.0,3586.69696,1.0
1237,18.0,44.0,0.0,0.0,2.0,88.0,0.0,313.0,9.0,1751.0,2476.0,2.0,2.0,2393.43104,1.0
1238,17.0,111.0,1.0,5.0,0.0,36.0,0.0,311.0,11.0,1709.0,6311.0,2.0,20.0,4314.596475,1.0
1239,28.0,87.0,0.0,6.0,2.0,59.0,0.0,119.0,7.0,3816.0,5225.0,0.0,26.0,4612.946976,1.0
1240,35.0,150.0,0.0,2.0,0.0,23.0,0.0,110.0,14.0,9091.0,17992.0,0.0,8.0,13636.28385,1.0
1241,14.0,192.0,1.0,4.0,1.0,32.0,1.0,250.0,17.0,1430.0,4192.0,1.0,17.0,458.7173325,1.0
1242,24.0,87.0,1.0,0.0,0.0,69.0,0.0,254.0,8.0,2152.0,3078.0,1.0,0.0,2842.3791,1.0
1243,0.0,54.0,1.0,8.0,1.0,58.0,0.0,287.0,8.0,6584.0,10057.0,1.0,33.0,8559.029376,1.0
1244,28.0,232.0,1.0,5.0,2.0,14.0,0.0,234.0,11.0,3571.0,4979.0,1.0,22.0,4513.24863,1.0
1245,8.0,6.0,0.0,4.0,0.0,64.0,0.0,230.0,11.0,1518.0,6504.0,1.0,16.0,4203.7479,1.0
1246,28.0,261.0,1.0,1.0,2.0,38.0,1.0,223.0,13.0,3537.0,5230.0,1.0,6.0,690.100425,1.0
1247,2.0,195.0,0.0,9.0,0.0,90.0,0.0,454.5,12.0,3130.0,4188.0,2.5,36.0,4084.7107840000003,1.0
1248,8.0,137.0,1.0,1.0,2.0,79.0,0.0,212.0,16.0,2838.0,8766.0,1.0,6.0,5963.0472,1.0
1249,34.0,126.0,1.0,8.0,0.0,34.0,0.0,211.0,3.0,1442.0,6859.0,1.0,32.0,4351.843125,1.0
1250,40.0,224.0,1.0,8.0,0.0,55.0,0.0,299.0,2.0,6595.0,9217.0,1.0,32.0,8154.057887999999,1.0
1251,0.0,158.0,1.0,7.0,3.0,34.0,0.0,143.0,8.0,3427.0,6989.0,0.0,31.0,5341.782075,1.0
1252,48.0,116.0,1.0,6.0,2.0,37.0,0.0,103.0,7.0,783.0,2786.0,0.0,26.0,1884.028125,1.0
1253,37.0,143.0,0.0,7.0,2.0,100.0,1.0,165.0,11.0,3023.0,6534.0,0.0,30.0,725.611935,1.0
1254,17.0,120.0,0.0,8.0,0.0,19.0,0.0,286.0,5.0,2035.0,6880.0,1.0,32.0,4745.255427,1.0
1255,18.0,185.0,0.0,7.0,0.0,4.0,0.0,178.0,10.0,3553.0,5093.0,0.0,28.0,4504.869468,1.0
1256,10.0,222.0,0.0,6.0,0.0,8.0,0.0,100.0,8.0,3473.0,4912.0,0.0,24.0,4295.420415,1.0
1257,41.0,250.0,1.0,1.0,1.0,19.0,0.0,216.0,14.0,4241.0,8894.0,1.0,5.0,6792.010731,1.0
1258,31.0,158.0,1.0,4.0,3.0,87.0,1.0,283.0,15.0,3555.0,15524.0,1.0,19.0,1454.2739900000001,1.0
1259,40.0,77.0,0.0,5.0,0.0,33.0,0.0,206.0,14.0,4146.0,6231.0,1.0,20.0,5388.2556,1.0
1260,20.0,40.0,0.0,3.0,0.0,42.0,0.0,361.0,13.0,2879.0,4217.0,2.0,12.0,3888.562896,1.0
1261,7.0,144.0,0.0,1.0,0.0,31.0,0.0,216.0,14.0,3348.0,5235.0,1.0,4.0,4502.226225,1.0
1262,19.0,167.0,1.0,5.0,1.0,35.0,0.0,212.0,7.0,1778.0,3618.0,1.0,21.0,2904.610275,1.0
1263,31.0,185.0,1.0,6.0,0.0,47.0,0.0,138.0,6.0,4588.0,6401.0,0.0,24.0,5599.73088,1.0
1264,24.0,144.0,1.0,4.0,0.0,5.0,1.0,256.0,14.0,1570.0,2954.0,1.0,16.0,378.13768250000004,1.0
1265,16.0,95.0,0.0,4.0,0.0,50.0,0.0,292.0,10.0,2947.0,4269.0,1.0,16.0,3878.626896,1.0
1266,17.0,232.0,0.0,0.0,2.0,4.0,0.0,314.0,13.0,4965.0,6919.0,2.0,2.0,6263.0936280000005,1.0
1267,32.0,144.0,1.0,6.0,0.0,96.0,0.0,145.0,9.0,2169.0,3754.0,0.0,24.0,3064.397952,1.0
1268,45.0,195.0,0.0,9.0,0.0,78.0,1.0,606.0,11.0,5427.0,6726.0,3.0,36.0,993.3432300000001,1.0
1269,22.0,214.0,0.0,9.0,2.0,12.0,0.0,619.0,17.0,2820.0,4167.0,3.0,38.0,4118.028156,1.0
1270,3.0,139.0,0.0,2.0,0.0,7.0,0.0,120.0,10.0,3524.0,4719.0,0.0,8.0,4245.195438000001,1.0
1271,25.0,116.0,1.0,1.0,2.0,17.0,1.0,292.0,10.0,2082.0,3037.0,1.0,6.0,428.18167760000006,1.0
1272,24.0,227.0,0.0,3.0,3.0,14.0,0.0,391.0,15.0,227.0,1149.0,2.0,15.0,1079.9219970000001,1.0
1273,40.0,266.0,0.0,4.0,0.0,15.0,0.0,210.0,15.0,1093.0,2387.0,1.0,16.0,1952.414739,1.0
1274,3.0,119.0,1.0,3.0,0.0,6.0,0.0,395.0,16.0,11207.0,18224.0,2.0,12.0,15132.5266,1.0
1275,28.0,144.0,1.0,1.0,0.0,6.0,1.0,216.0,16.0,1620.0,1983.0,1.0,4.0,303.0266943,1.0
1276,41.0,186.0,0.0,6.0,2.0,60.0,0.0,147.0,9.0,7844.0,10925.0,0.0,26.0,9325.301125,1.0
1277,18.0,141.0,1.0,6.0,0.0,74.0,0.0,128.0,7.0,2373.0,7735.0,0.0,24.0,5133.6846,1.0
1278,25.0,266.0,0.0,4.0,0.0,28.0,0.0,267.0,12.0,1039.0,2585.0,1.0,16.0,2075.967075,1.0
1279,7.0,222.0,1.0,0.0,0.0,92.0,0.0,273.0,10.0,1175.0,2624.0,1.0,0.0,2143.08864,1.0
1280,23.0,212.0,0.0,8.0,0.0,64.0,0.0,218.0,9.0,5122.0,6459.0,1.0,32.0,5953.5729,1.0
1281,20.0,229.0,0.0,3.0,0.0,46.0,0.0,397.0,11.0,1882.0,9261.0,2.0,12.0,5936.392368,1.0
1282,12.0,14.0,0.0,0.0,0.0,53.0,0.0,273.0,11.0,6382.0,10864.0,1.0,0.0,8848.494864,1.0
1283,4.0,144.0,1.0,3.0,0.0,41.0,0.0,357.0,13.0,1871.0,2854.0,2.0,12.0,2705.145552,1.0
1284,7.0,40.0,1.0,7.0,0.0,41.0,0.0,167.0,6.0,5246.0,7501.0,0.0,28.0,6502.436352000001,1.0
1285,24.0,190.0,1.0,7.0,0.0,26.0,0.0,161.0,7.0,5022.0,7366.0,0.0,28.0,6343.44165,1.0
1286,36.0,89.0,0.0,6.0,1.0,64.0,0.0,110.0,9.0,3046.0,4704.0,0.0,25.0,3947.0706,1.0
1287,40.0,70.0,1.0,0.0,2.0,50.0,0.0,260.0,6.0,5829.0,8310.0,1.0,2.0,7286.804064,1.0
1288,8.0,222.0,1.0,3.0,0.0,40.0,0.0,355.0,13.0,3907.0,5206.0,2.0,12.0,4806.77805,1.0
1289,43.0,14.0,0.0,2.0,0.0,55.0,0.0,108.0,6.0,5202.0,11314.0,0.0,8.0,8317.37592,1.0
1290,10.0,50.0,0.0,2.0,0.0,31.0,0.0,171.0,15.0,9572.0,13697.0,0.0,8.0,11793.39263,1.0
1291,20.0,214.0,0.0,1.0,2.0,76.0,1.0,296.0,12.0,2061.0,3116.0,1.0,6.0,428.81008499999996,1.0
1292,45.0,144.0,0.0,5.0,0.0,88.0,0.0,292.0,6.0,3627.0,4908.0,1.0,20.0,4496.366336,1.0
1293,42.0,224.0,1.0,8.0,0.0,48.0,1.0,227.0,5.0,5835.0,8114.0,1.0,32.0,1073.83171,1.0
1294,25.0,8.0,1.0,7.0,0.0,67.0,0.0,189.0,9.0,1234.0,10236.0,0.0,28.0,5869.8684,1.0
1295,7.0,137.0,1.0,7.0,2.0,40.0,0.0,159.0,10.0,1013.0,2723.0,0.0,30.0,1983.220425,1.0
1296,39.0,94.0,1.0,7.0,0.0,62.0,1.0,192.0,6.0,4082.0,7064.0,0.0,28.0,856.5984900000001,1.0
1297,45.0,88.0,1.0,0.0,2.0,17.0,1.0,304.0,7.0,5214.0,8356.0,2.0,2.0,1063.956094,1.0
1298,9.0,158.0,0.0,6.0,3.0,2.0,0.0,117.0,7.0,1927.0,6095.0,0.0,27.0,4130.396919,1.0
1299,10.0,123.0,0.0,6.0,0.0,92.0,0.0,126.0,9.0,2368.0,3269.0,0.0,24.0,2904.6026239999997,1.0
1300,19.0,40.0,1.0,7.0,0.0,2.0,0.0,156.0,7.5,3581.0,5544.0,0.0,28.0,4720.767876,1.0
1301,39.0,116.0,1.0,7.0,2.0,55.0,0.0,178.0,8.0,2751.0,21277.0,0.0,30.0,12123.5197,1.0
1302,23.0,158.0,0.0,5.0,3.0,52.0,0.0,305.0,11.0,2230.0,10178.0,2.0,23.0,6474.118752,1.0
1303,6.0,137.0,1.0,6.0,2.0,11.0,0.0,136.0,5.0,1510.0,5486.0,0.0,26.0,3635.386425,1.0
1304,12.0,189.0,1.0,6.0,0.0,99.0,0.0,193.0,9.0,4716.0,6318.0,0.5,24.0,5556.783232,1.0
1305,28.0,144.0,1.0,0.0,0.0,91.0,0.0,330.0,13.0,1536.0,2515.0,2.0,0.0,2324.172928,1.0
1306,34.0,165.0,1.0,8.0,3.0,21.0,0.0,263.0,5.0,7703.0,11003.0,1.0,35.0,9596.6283,1.0
1307,47.0,191.0,1.0,3.0,0.0,61.0,0.0,370.0,17.0,3579.0,5253.0,2.0,12.0,4745.5749,1.0
1308,2.0,116.0,0.0,4.0,2.0,15.0,0.0,254.0,10.0,1398.0,7446.0,1.0,18.0,4679.951958,1.0
1309,19.0,95.0,0.0,9.0,0.0,49.0,1.0,589.0,15.0,3317.0,4584.0,3.0,36.0,677.4508872,1.0
1310,21.0,224.0,1.0,1.0,0.0,42.0,0.0,242.0,16.0,3638.0,5181.0,1.0,4.0,4628.745215999999,1.0
1311,28.0,168.0,1.0,4.0,3.0,87.0,0.0,262.0,13.0,11292.0,16083.0,1.0,19.0,13766.16102,1.0
1312,15.0,196.0,0.0,0.0,0.0,30.0,0.0,257.0,6.0,4953.0,6836.0,1.0,0.0,6139.6524,1.0
1313,37.0,158.0,0.0,5.0,3.0,67.0,0.0,230.0,12.0,2758.0,12989.0,1.0,23.0,8031.8205,1.0
1314,12.0,232.0,1.0,0.0,2.0,24.0,0.0,266.0,11.0,3059.0,4322.0,1.0,2.0,3950.6586,1.0
1315,26.0,189.0,0.0,5.0,0.0,89.0,0.0,283.0,10.0,3146.0,4566.0,1.0,20.0,4083.2028159999995,1.0
1316,21.0,144.0,0.0,9.0,0.0,44.0,0.0,476.0,7.0,1194.0,3206.0,3.0,36.0,2660.403744,1.0
1317,35.0,187.0,1.0,8.0,0.0,39.0,0.0,225.0,2.0,5702.0,9097.0,1.0,32.0,7606.91505,1.0
1318,19.0,142.0,0.0,4.0,2.0,13.0,0.0,298.0,12.0,1900.0,6019.0,1.0,18.0,4261.823775,1.0
1319,43.0,189.0,1.0,2.0,0.0,55.0,0.0,126.0,10.0,2216.0,5574.0,0.0,8.0,3999.14064,1.0
1320,25.0,186.0,1.0,5.0,1.0,80.0,0.0,278.0,13.0,5044.0,7012.0,1.0,21.0,6171.7786,1.0
1321,49.0,224.0,1.0,0.0,1.0,75.0,0.0,303.0,13.0,2966.0,3733.0,2.0,1.0,3620.2815,1.0
1322,45.0,76.0,0.0,1.0,0.0,66.0,0.0,284.0,16.0,2848.0,3492.0,1.0,4.0,3424.4793,1.0
1323,17.0,262.0,1.0,1.0,2.0,77.0,0.0,265.0,17.0,1816.0,6482.0,1.0,6.0,4376.8395,1.0
1324,49.0,201.0,1.0,4.0,0.0,56.0,0.0,207.0,11.0,6406.0,10014.0,1.0,16.0,8372.103407999999,1.0
1325,24.0,185.0,1.0,1.0,0.0,2.0,0.0,227.0,13.5,3877.0,5173.0,1.0,4.0,4756.954257,1.0
1326,27.0,135.0,1.0,7.0,2.0,2.0,1.0,136.0,10.0,1932.0,2981.0,0.0,30.0,389.0,1.0
1327,45.0,40.0,0.0,1.0,0.0,28.0,0.0,202.0,12.0,5166.0,7354.0,1.0,4.0,6453.336225,1.0
1328,25.0,239.0,1.0,7.0,0.0,73.0,0.0,101.0,4.0,1791.0,2762.0,0.0,28.0,2354.6259,1.0
1329,40.0,137.0,0.0,5.0,0.0,27.0,1.0,266.0,9.0,1790.0,4152.0,1.0,20.0,484.7356238,1.0
1330,43.0,87.0,1.0,6.0,0.0,71.0,0.0,146.0,5.0,4650.0,6104.0,0.0,24.0,5470.4331,1.0
1331,11.0,222.0,1.0,3.0,0.0,16.0,0.0,380.0,14.0,3372.0,4915.0,2.0,12.0,4528.847070000001,1.0
1332,45.0,46.0,0.0,6.0,0.0,21.0,0.0,218.0,7.0,6762.0,8428.0,1.0,24.0,7711.9917,1.0
1333,48.0,179.0,0.0,8.0,2.0,69.0,0.0,226.0,1.0,1673.0,2525.0,1.0,34.0,2301.9579,1.0
1334,40.0,54.0,1.0,0.0,1.0,25.0,0.0,328.0,10.0,6315.0,8877.0,2.0,1.0,7911.771,1.0
1335,11.0,143.0,1.0,6.0,2.0,7.0,0.0,109.0,5.0,1614.0,5663.0,0.0,26.0,3748.945068,1.0
1336,20.0,43.0,1.0,2.0,0.0,49.0,1.0,142.0,10.0,12918.0,17034.0,0.0,8.0,2255.419339,1.0
1337,47.0,222.0,0.0,5.0,0.0,6.0,0.0,324.0,10.0,1421.0,2978.0,2.0,20.0,2525.44743,1.0
1338,9.0,144.0,1.0,8.0,0.0,97.0,0.0,237.0,4.0,1162.0,2538.0,1.0,32.0,2057.676544,1.0
1339,28.0,240.0,1.0,9.0,0.0,53.0,1.0,594.0,14.0,6989.0,10269.0,3.0,36.0,1376.396323,1.0
1340,31.0,222.0,1.0,3.0,0.0,4.0,0.0,395.0,12.0,1931.0,3630.0,2.0,12.0,3178.522116,1.0
1341,37.0,158.0,1.0,8.0,3.0,55.0,0.0,210.0,3.0,491.0,18496.0,1.0,35.0,9644.22936,1.0
1342,27.0,121.0,1.0,4.0,0.0,18.0,0.0,294.0,10.0,3670.0,9091.0,1.0,16.0,6680.211912,1.0
1343,2.0,16.0,0.0,0.0,0.0,26.0,0.0,287.0,5.0,1411.0,2068.0,1.0,0.0,2022.301575,1.0
1344,11.0,232.0,1.0,8.0,2.0,46.0,0.0,266.0,1.0,2795.0,4924.0,1.0,34.0,4071.663504,1.0
1345,12.0,9.0,1.0,2.0,0.0,62.0,0.0,134.0,13.0,1354.0,2702.0,0.0,8.0,2142.9936,1.0
1346,30.0,194.0,1.0,5.0,0.0,10.0,0.0,321.0,9.0,4564.0,6477.0,2.0,20.0,5845.885353,1.0
1347,26.0,54.0,0.0,0.0,1.0,26.0,0.0,260.0,5.0,4508.0,6118.0,1.0,1.0,5561.72085,1.0
1348,18.0,16.0,1.0,4.0,0.0,83.0,0.0,294.0,12.0,1406.0,2192.0,1.0,16.0,2064.989696,1.0
1349,43.0,168.0,1.0,7.0,3.0,87.0,0.0,130.0,2.0,11719.0,24299.0,0.0,31.0,17881.346559999998,1.0
1350,31.0,158.0,1.0,6.0,3.0,55.0,0.0,142.0,8.0,4982.0,15199.0,0.0,27.0,10175.03035,1.0
1351,49.0,158.0,1.0,2.0,3.0,93.0,0.0,127.0,6.0,4373.0,15749.0,0.0,11.0,10047.24582,1.0
1352,32.0,229.0,1.0,6.0,0.0,50.0,0.0,149.0,9.0,7020.0,14897.0,0.0,24.0,11041.85693,1.0
1353,21.0,187.0,1.0,0.0,0.0,8.0,0.0,274.0,17.0,3754.0,6527.0,1.0,0.0,5422.697676,1.0
1354,29.0,194.0,0.0,7.0,0.0,61.0,1.0,114.0,5.0,6904.0,9665.0,0.0,28.0,1247.79204,1.0
1355,42.0,119.0,1.0,7.0,0.0,20.0,0.0,171.0,4.0,15264.0,19982.0,0.0,28.0,17400.526380000003,1.0
1356,22.0,189.0,1.0,4.0,0.0,51.0,0.0,271.0,16.0,2926.0,4341.0,1.0,16.0,3885.2840159999996,1.0
1357,10.0,158.0,0.0,7.0,3.0,5.0,0.0,154.0,7.0,5711.0,15901.0,0.0,31.0,10966.463240000001,1.0
1358,39.0,159.0,0.0,4.0,0.0,33.0,0.0,260.0,16.0,10068.0,13008.0,1.0,16.0,11786.91885,1.0
1359,36.0,123.0,0.0,6.0,0.0,3.0,0.0,124.0,8.0,4027.0,5580.0,0.0,24.0,4930.846866,1.0
1360,40.0,187.0,1.0,0.0,0.0,2.0,1.0,324.0,10.0,5403.0,9429.0,2.0,0.0,1161.996789,1.0
1361,14.0,165.0,1.0,1.0,3.0,86.0,0.0,263.0,12.0,3800.0,8013.0,1.0,7.0,6087.647104,1.0
1362,22.0,76.0,1.0,3.0,0.0,85.0,1.0,379.0,14.0,6907.0,10056.0,2.0,12.0,1311.6911810000001,1.0
1363,35.0,158.0,1.0,6.0,3.0,84.0,0.0,130.0,6.0,3708.0,6719.0,0.0,27.0,5269.638528,1.0
1364,35.0,212.0,1.0,0.0,0.0,77.0,1.0,347.0,16.0,3482.0,5345.0,2.0,0.0,707.98266,1.0
1365,47.0,242.0,1.0,4.0,0.0,32.0,0.0,262.0,14.0,6246.0,9620.0,1.0,16.0,8185.594725,1.0
1366,48.0,87.0,1.0,7.0,2.0,6.0,0.0,115.0,7.0,4776.0,6231.0,0.0,30.0,5621.787765,1.0
1367,15.0,116.0,1.0,4.0,2.0,22.0,0.0,228.0,16.0,2011.0,12458.0,1.0,18.0,7455.3948,1.0
1368,49.0,40.0,0.0,2.0,0.0,58.0,1.0,162.0,11.0,4246.0,6119.0,0.0,8.0,797.393808,1.0
1369,45.0,193.0,1.0,1.0,0.0,21.0,0.0,228.0,12.0,973.0,2726.0,1.0,4.0,2074.5207,1.0
1370,15.0,187.0,1.0,0.0,0.0,59.0,0.0,332.0,15.0,2429.0,4049.0,2.0,0.0,3552.9744960000003,1.0
1371,25.0,123.0,1.0,4.0,0.0,95.0,0.0,260.0,10.0,7115.0,10570.0,1.0,16.0,8980.136704,1.0
1372,13.0,189.0,1.0,8.0,0.0,88.0,0.0,200.0,5.0,3334.0,4229.0,1.0,32.0,3926.0291840000004,1.0
1373,40.0,188.0,1.0,3.0,0.0,53.0,0.0,384.0,13.0,5917.0,8448.0,2.0,12.0,7527.354624,1.0
1374,21.0,116.0,0.0,5.0,2.0,44.0,0.0,273.0,5.0,3561.0,9811.0,1.0,22.0,6917.781024,1.0
1375,42.0,222.0,0.0,9.0,0.0,67.0,0.0,555.0,6.0,3725.0,5260.0,3.0,36.0,4999.698,1.0
1376,46.0,144.0,0.0,0.0,0.0,23.0,1.0,310.0,9.0,2822.0,4968.0,2.0,0.0,629.6983088,1.0
1377,30.0,14.0,0.0,2.0,0.0,68.0,1.0,155.0,7.0,1522.0,6896.0,0.0,8.0,648.492075,1.0
1378,37.0,232.0,0.0,9.0,2.0,70.0,0.0,620.0,11.0,2938.0,4247.0,3.0,38.0,4174.2855,1.0
1379,3.0,195.0,0.0,6.0,0.0,61.0,1.0,118.0,9.0,4244.0,5592.0,0.0,24.0,748.5038549999999,1.0
1380,24.0,194.0,0.0,7.0,0.0,37.0,0.0,191.0,2.0,5879.0,7120.0,0.0,28.0,6675.0705,1.0
1381,16.0,9.0,1.0,4.0,0.0,12.0,0.0,261.0,12.0,2555.0,5291.0,1.0,16.0,4188.291129,1.0
1382,5.0,95.0,0.0,7.0,0.0,51.0,0.0,104.0,6.5,2005.0,2961.0,0.0,28.0,2572.6589280000003,1.0
1383,4.0,5.0,0.0,5.0,2.0,22.0,0.0,321.0,10.0,11227.0,15555.0,2.0,22.0,13691.076530000002,1.0
1384,29.0,183.0,1.0,0.0,2.0,89.0,0.0,318.0,14.5,3750.0,5019.0,2.0,2.0,4638.67712,1.0
1385,5.0,194.0,0.0,5.0,0.0,15.0,1.0,264.0,11.0,8108.0,10611.0,1.0,20.0,1444.925493,1.0
1386,19.0,189.0,0.0,5.0,0.0,30.0,0.0,272.0,7.0,4455.0,5668.0,1.0,20.0,5323.6974,1.0
1387,30.0,144.0,0.0,7.0,0.0,36.0,0.0,133.0,6.0,2092.0,3133.0,0.0,28.0,2740.202325,1.0
1388,24.0,189.0,0.0,0.0,0.0,28.0,0.0,279.0,7.0,1337.0,3571.0,1.0,0.0,2727.8832,1.0
1389,28.0,144.0,1.0,0.0,0.0,46.0,0.0,302.0,17.0,1945.0,2908.0,2.0,0.0,2715.141168,1.0
1390,13.0,77.0,1.0,3.0,0.0,17.0,0.0,391.0,13.0,2838.0,4523.0,2.0,12.0,4075.872372,1.0
1391,48.0,232.0,1.0,3.0,2.0,29.0,0.0,350.0,14.0,799.0,1673.0,2.0,14.0,1583.760675,1.0
1392,14.0,212.0,0.0,6.0,0.0,6.0,0.0,127.0,8.0,5608.0,7495.0,0.0,24.0,6683.071626,1.0
1393,5.0,116.0,1.0,5.0,2.0,3.0,0.0,207.0,9.0,4225.0,17163.0,1.0,22.0,10909.52894,1.0
1394,39.0,158.0,1.0,5.0,3.0,63.0,0.0,346.0,8.0,10232.0,17415.0,2.0,23.0,14038.7544,1.0
1395,38.0,50.0,1.0,0.0,0.0,93.0,0.0,276.0,12.0,6552.0,9582.0,1.0,0.0,8232.401408,1.0
1396,14.0,172.0,1.0,0.0,0.0,94.0,0.0,279.0,14.0,1817.0,3300.0,1.0,0.0,2800.168448,1.0
1397,47.0,76.0,0.0,6.0,2.0,80.0,0.0,142.0,7.0,3229.0,5712.0,0.0,26.0,4511.778325,1.0
1398,17.0,224.0,0.0,7.0,0.0,8.0,0.0,149.0,2.0,5486.0,7268.0,0.0,28.0,6526.627272,1.0
1399,26.0,33.0,1.0,3.0,0.0,44.0,0.0,398.0,15.0,3294.0,12142.0,2.0,12.0,8075.563488,1.0
1400,41.0,116.0,1.0,0.0,0.0,63.0,0.0,293.0,15.0,2758.0,4286.0,1.0,0.0,3782.0772,1.0
1401,43.0,177.0,1.0,7.0,0.0,97.0,0.0,173.0,9.0,5035.0,9993.0,0.0,28.0,7578.5248,1.0
1402,8.0,175.0,0.0,7.0,2.0,56.0,0.0,154.0,1.0,3784.0,9531.0,0.0,30.0,6768.572112000001,1.0
1403,40.0,9.0,0.0,2.0,0.0,78.0,0.0,104.0,5.0,2228.0,3273.0,0.0,8.0,2827.3212,1.0
1404,2.0,183.0,1.0,5.0,0.0,35.0,0.0,213.0,9.0,2923.0,4962.0,1.0,20.0,4148.652375,1.0
1405,43.0,188.0,0.0,9.0,0.0,30.0,0.0,627.0,14.0,4847.0,7054.0,3.0,36.0,6569.365425,1.0
1406,39.0,226.0,1.0,5.0,1.0,11.0,0.0,337.0,12.0,547.0,9342.0,2.0,21.0,5286.901257,1.0
1407,41.0,149.0,1.0,5.0,2.0,97.0,1.0,296.0,9.0,3192.0,4644.0,1.0,22.0,623.5196352,1.0
1408,35.0,3.0,0.0,9.0,0.0,26.0,0.0,447.5,14.0,1222.0,2905.0,2.5,36.0,2545.011525,1.0
1409,23.0,189.0,1.0,8.0,0.0,78.0,0.0,299.0,2.0,1968.0,5022.0,1.0,32.0,3756.7529999999997,1.0
1410,4.0,55.0,0.0,5.0,0.0,83.0,1.0,348.0,6.0,504.0,857.0,2.0,20.0,152.1140544,1.0
1411,34.0,48.0,1.0,5.0,1.0,85.0,0.0,206.0,10.0,2119.0,2677.0,1.0,21.0,2568.631296,1.0
1412,10.0,143.0,1.0,3.0,2.0,37.0,0.0,392.0,14.0,2800.0,9582.0,2.0,14.0,6575.190825,1.0
1413,21.0,144.0,0.0,1.0,0.0,66.0,0.0,210.0,14.0,2929.0,5635.0,1.0,4.0,4453.0101,1.0
1414,41.0,265.0,1.0,9.0,0.0,69.0,0.0,496.0,12.5,485.0,3236.0,3.0,36.0,2334.7764,1.0
1415,41.0,238.0,0.0,5.0,2.0,59.0,0.0,213.0,12.0,1101.0,3363.0,1.0,22.0,2432.0148480000003,1.0
1416,29.0,94.0,1.0,4.0,0.0,11.0,1.0,278.0,14.0,3069.0,5049.0,1.0,16.0,651.3368598,1.0
1417,48.0,94.0,1.0,8.0,0.0,34.0,0.0,220.0,4.0,3757.0,5928.0,1.0,32.0,5051.7789,1.0
1418,48.0,222.0,0.0,4.0,0.0,17.0,1.0,213.0,16.0,3196.0,5357.0,1.0,16.0,674.3835548999999,1.0
1419,31.0,144.0,1.0,5.0,0.0,34.0,0.0,221.0,14.0,1815.0,3049.0,1.0,20.0,2649.759,1.0
1420,10.0,183.0,1.0,4.0,2.0,24.0,0.0,236.0,17.0,3416.0,5269.0,1.0,18.0,4571.4228,1.0
1421,29.0,181.0,0.0,9.0,0.0,9.0,0.0,456.0,10.0,3977.0,6322.0,2.5,36.0,5758.074135,1.0
1422,24.0,214.0,0.0,0.0,2.0,29.0,0.0,348.0,13.0,2354.0,3974.0,2.0,2.0,3507.319725,1.0
1423,20.0,77.0,1.0,3.0,0.0,87.0,0.0,383.0,16.0,2797.0,3856.0,2.0,12.0,3661.3265920000003,1.0
1424,10.0,188.0,1.0,6.0,0.0,71.0,0.0,141.0,7.0,4358.0,6645.0,0.0,24.0,5589.8865,1.0
1425,36.0,40.0,1.0,5.0,0.0,75.0,0.0,299.0,11.0,2750.0,4271.0,1.0,20.0,3775.2264,1.0
1426,4.0,87.0,1.0,2.0,2.0,2.0,0.0,131.0,16.0,2106.0,2999.0,0.0,10.0,2687.311242,1.0
1427,21.0,71.0,0.0,5.0,0.0,24.0,0.0,348.0,12.0,2259.0,6065.0,2.0,20.0,4503.702525,1.0
1428,17.0,50.0,1.0,1.0,0.0,86.0,0.0,234.0,13.0,1526.0,2160.0,1.0,4.0,2049.45664,1.0
1429,17.0,222.0,0.0,6.0,0.0,28.0,0.0,128.0,8.0,1427.0,3447.0,0.0,24.0,2560.532625,1.0
1430,24.0,222.0,0.0,6.0,0.0,66.0,0.0,108.0,8.0,4516.0,7401.0,0.0,24.0,6010.5573,1.0
1431,38.0,9.0,0.0,7.0,0.0,6.0,0.0,183.0,1.0,1685.0,3362.0,0.0,28.0,2706.479325,1.0
1432,37.0,188.0,1.0,9.0,0.0,51.0,0.0,548.0,14.0,5840.0,7927.0,3.0,36.0,7393.516704000001,1.0
1433,32.0,116.0,0.0,1.0,2.0,5.0,0.0,208.0,16.0,2383.0,5959.0,1.0,6.0,4385.231433,1.0
1434,0.0,158.0,1.0,0.0,3.0,95.0,0.0,297.0,14.0,9127.0,18902.0,1.0,3.0,14124.751869999998,1.0
