,Stall_no,Market_Category,Loyalty_customer,Product_Category,Grade,Demand,Discount_avail,charges_1,charges_2 (%),Minimum_price,Maximum_price,Selling_Price,ide,year,weekofyear,month,dayofweek,hour
874,39,181,1,1,2,39,1,251.0,15.0,3493.0,10402.0,1078.634655,257,2,4,5,1,16
875,24,218,1,7,0,45,0,115.0,10.0,3535.0,4637.0,4178.177424,205,1,25,10,5,6
876,14,195,1,6,0,41,0,138.0,7.0,6173.0,7365.0,6867.504864,44,1,20,9,2,10
877,32,201,1,1,0,11,1,286.0,14.0,4825.0,6716.0,909.5960312999999,267,1,19,9,5,16
878,9,104,1,7,0,23,0,128.0,6.0,6365.0,8920.0,7755.652275,368,2,4,5,0,15
879,45,199,1,5,0,62,0,310.0,9.0,890.0,6363.615760927363,1795.7115,44,1,20,9,4,9
880,24,120,1,5,0,80,0,295.0,7.0,3073.0,5246.0,4357.118275,144,1,20,9,5,13
881,35,32,0,7,0,41,0,181.0,5.0,2331.0,6115.0,4377.910896,249,0,30,1,4,12
882,49,189,0,8,0,16,0,221.0,5.0,3548.0,5097.0,4545.205434,282,1,25,10,1,6
883,43,78,1,6,2,51,1,138.0,8.0,2926.0,3912.0,530.5436496,297,1,33,2,1,8
884,15,210,0,4,3,82,2,213.0,17.0,252.0,6363.615760927363,539.684992,158,0,36,3,5,7
885,17,3,0,4,0,86,0,252.0,14.0,1459.0,3491.0,2691.141376,86,1,25,10,3,5
886,25,201,0,7,0,99,1,196.0,10.0,3940.0,5045.0,693.8116416,205,2,0,0,0,21
887,44,189,0,0,2,88,0,305.0,6.0,5932.0,8910.0,7619.13152,44,1,20,9,2,11
888,0,10,0,6,3,94,0,125.0,6.0,388.0,1356.0,983.1557119999999,256,1,9,7,3,5
889,40,164,1,0,3,96,0,264.9705573080967,14.0,2547.0,6363.615760927363,6627.115264,86,1,25,10,2,9
890,22,205,0,5,0,6,0,277.0,14.0,2801.0,6476.0,4921.4978009999995,205,1,25,10,5,8
891,42,149,0,3,0,72,0,390.0,17.0,1824.0,2674.0,2616.3918,86,1,25,10,2,7
892,43,93,0,3,0,70,0,386.0,10.254457730228655,8501.0,13189.0,11135.8665,323,1,9,7,2,8
893,21,231,1,3,0,21,0,392.0,12.0,4537.0,6321.0,5812.941225,219,1,36,3,6,19
894,29,145,1,4,0,88,0,225.0,14.0,1708.0,8657.0,5336.787456,54,1,34,2,4,20
895,48,3,1,4,0,50,0,295.0,16.0,1351.0,2346.0,2132.722656,44,1,20,9,3,14
896,2,164,1,4,3,89,0,271.0,10.0,3694.0,13810.0,8901.6928,339,1,9,7,3,5
897,14,51,1,7,0,91,0,137.0,1.0,10202.0,6363.615760927363,11883.566464,54,1,34,2,4,21
898,39,235,1,8,2,37,0,232.0,9.0,6997.0,9722.0,8577.52245,201,1,25,10,2,5
899,6,195,1,4,0,76,0,273.0,13.0,5836.0,8021.0,7138.4049,257,1,20,9,0,13
900,25,115,1,0,0,44,1,314.0,14.0,2737.0,6089.0,705.4331472,20,2,4,5,0,16
901,11,149,1,9,0,62,0,605.0,11.0,1705.0,2885.0,2873.4948,205,1,25,10,3,7
902,18,40,1,4,0,77,0,233.0,16.0,3633.0,4697.0,4360.6134,279,1,25,10,4,7
903,28,120,1,2,2,98,0,131.0,14.0,2371.0,10588.0,6524.248192,205,1,25,10,4,6
904,13,194,0,2,0,23,1,151.0,8.0,5162.0,6946.0,929.14731,27,1,9,7,4,5
905,21,257,0,4,0,90,1,218.0,10.254457730228655,1332.0,4921.0,495.1442496,44,1,20,9,2,16
906,26,198,0,6,0,16,0,111.0,6.0,2631.0,5354.0,4105.48941,205,2,0,0,1,22
907,41,177,0,7,0,22,0,116.0,11.0,4751.0,6715.0,5840.671725,3,2,1,5,0,18
908,11,149,0,8,0,4,0,255.0,9.0,1907.0,3688.0,3054.714498,205,2,0,0,1,18
909,4,120,0,9,2,77,0,519.0,5.0,1042.0,3914.0,2968.2576,86,1,25,10,3,7
910,14,200,1,3,0,94,0,386.0,16.0,5155.0,6363.615760927363,6074.972288,205,1,25,10,4,5
911,9,91,0,1,0,52,1,208.0,17.0,4413.0,6450.0,841.8867192,219,2,42,4,0,1
912,14,196,0,9,0,38,0,638.0,8.0,2357.0,3469.0,3544.446675,219,2,42,4,0,12
913,6,239,1,4,2,73,1,281.0,10.0,948.0,3224.0,351.809865,282,1,25,10,1,6
914,24,4,1,7,0,33,0,101.0,9.0,1651.0,2149.0,1997.703225,369,2,45,5,5,14
915,43,201,1,3,0,2,0,363.0,15.0,4398.0,6010.0,5574.252519,201,1,9,7,5,7
916,24,145,0,7,0,68,0,142.0,3.0,2367.0,4798.0,3688.3143,100,1,9,7,2,5
917,30,201,0,7,0,33,0,107.0,5.0,3917.0,5548.0,4829.765325,54,2,0,0,1,21
918,7,230,1,5,0,54,0,206.0,13.0,3861.0,7378.0,5795.4800159999995,355,1,9,7,4,9
919,9,30,1,1,3,86,0,259.0,15.0,567.0,2560.0,1798.5721600000002,168,1,9,7,1,8
920,39,239,1,8,2,1,0,292.0,5.0,3223.0,5032.0,4421.117843999999,100,1,33,2,4,23
921,49,218,1,5,0,88,0,220.0,14.0,5351.0,8243.0,6925.338112,308,1,19,9,5,16
922,19,230,1,1,0,51,0,256.0,14.0,2655.0,5644.0,4383.077616,3,1,25,10,5,7
923,40,14,0,6,0,15,0,111.0,6.0,962.0,4535.0,2860.863885,339,1,20,9,6,13
924,11,189,0,8,0,18,0,205.0,7.0,5941.0,8209.0,7284.2215049999995,257,1,20,9,0,0
925,33,6,1,2,0,54,0,264.9705573080967,13.0,1042.0,6967.0,4089.3694560000004,44,1,20,9,2,14
926,1,201,1,8,0,29,0,215.0,9.0,4666.0,6332.0,5704.652625,100,1,9,7,5,6
927,26,127,1,9,0,81,0,585.0,12.0,3603.0,4891.0,4767.4457600000005,205,1,25,10,3,13
928,5,261,0,2,0,31,0,124.0,16.0,4927.0,7073.0,6118.266,257,1,19,9,6,16
929,6,120,1,0,0,3,0,284.0,15.0,1974.0,3602.0,3075.872382,279,1,25,10,2,7
930,44,120,1,8,2,36,0,227.0,6.0,2572.0,8271.0,5637.620625,3,1,25,10,4,8
931,35,192,1,2,1,40,0,162.0,13.0,5664.0,7465.0,6583.491825,158,1,12,7,3,12
932,45,37,1,5,0,91,0,270.0,6.0,4806.0,17578.0,11303.570431999999,367,2,3,5,6,14
933,45,246,0,0,0,78,0,293.0,14.0,642.0,1365.0,1284.921,245,1,23,10,1,16
934,24,17,1,6,0,31,0,123.0,6.0,3962.0,5098.0,4644.0807,45,2,4,5,1,13
935,34,192,1,3,1,96,0,359.0,14.0,6033.0,8529.0,7540.027264,44,1,20,9,1,13
936,33,201,1,8,0,46,0,242.0,4.0,3186.0,8749.0,6172.133904,221,2,2,5,2,9
937,11,195,0,3,0,82,0,399.0,15.0,3065.0,4239.0,3998.0666880000003,339,1,9,7,2,8
938,35,1,0,3,0,60,0,385.0,14.0,3016.0,4822.0,4212.526475,324,1,9,7,2,8
939,49,40,0,0,0,84,0,325.0,17.0,2951.0,6363.615760927363,3864.14336,86,1,25,10,2,8
940,42,265,1,8,0,48,1,255.0,6.0,904.0,3059.0,333.50531760000007,367,2,4,5,0,14
941,6,228,1,7,0,42,0,148.0,10.0,1322.0,2796.0,2194.922016,201,1,25,10,1,9
942,29,201,1,4,0,51,0,264.9705573080967,16.0,5875.0,7633.0,6981.838416,257,1,20,9,0,13
943,42,164,1,4,3,80,0,231.0,12.0,3405.0,11573.0,7555.087725,54,1,36,3,3,20
944,40,27,0,3,0,95,1,373.0,12.0,2053.0,2788.0,413.41977599999996,3,1,25,10,4,9
945,4,164,0,3,3,33,0,354.0,16.0,6040.0,16175.0,11450.571825,54,1,34,2,3,20
946,21,164,1,4,3,87,0,201.0,15.0,3398.0,14857.0,9207.662464,368,1,33,2,2,8
947,20,120,1,1,2,63,0,277.0,14.0,1360.0,3230.0,2549.4579,201,1,25,10,1,9
948,25,40,1,5,0,48,0,201.0,9.0,4263.0,6363.615760927363,5152.292928,71,1,12,7,6,18
949,12,149,0,3,0,83,0,371.0,12.0,2095.0,3959.0,3352.646528,116,1,25,10,5,9
950,24,268,1,9,2,78,0,534.0,6.0,1795.0,4289.0,3542.0517,205,1,34,2,5,21
951,2,228,0,6,0,42,0,139.0,6.0,1256.0,3105.0,2305.956816,222,1,25,10,1,6
952,22,5,0,5,2,81,1,318.0,12.0,5888.0,6363.615760927363,1163.360352,257,1,20,9,0,11
953,4,195,1,6,0,16,0,117.0,7.0,2919.0,4430.0,3793.690593,205,1,25,10,3,9
954,22,268,1,6,2,97,0,135.0,9.0,2019.0,5655.0,3918.2035200000005,205,1,36,3,5,1
955,12,231,1,8,0,94,1,265.0,1.0,4621.0,6402.0,854.0790720000001,54,2,41,0,6,18
956,30,141,1,3,2,86,1,357.0,13.0,1571.0,5284.0,560.1598464,345,2,4,5,1,16
957,9,40,1,5,0,90,0,259.0,7.0,4289.0,5772.0,5216.800512,338,2,4,5,2,11
958,39,198,0,5,0,15,0,264.9705573080967,5.0,2816.0,5683.0,4465.173438000001,204,1,25,10,5,5
959,33,120,0,0,2,49,0,256.0,12.0,858.0,6498.0,3913.2041759999997,205,1,34,2,4,18
960,15,194,0,0,0,95,0,311.0,17.0,5432.0,6792.0,6340.749184,279,1,33,2,6,12
961,44,194,0,3,0,13,1,390.0,11.0,4109.0,5588.0,786.49584255,205,1,30,1,2,15
962,3,51,1,5,0,24,0,210.0,13.0,2026.0,2612.0,2525.679975,279,1,25,10,4,8
963,1,17,1,8,0,34,0,256.0,8.0,4826.0,6609.0,5963.124825,276,2,4,5,0,16
964,14,10,0,0,3,57,0,272.0,15.0,506.0,995.0,1017.078768,297,2,1,5,6,5
965,16,231,0,8,0,31,0,293.0,2.0,4022.0,5789.0,5186.4813,160,2,44,4,0,0
966,46,228,0,5,0,76,0,218.0,7.0,1803.0,3508.0,2846.6064,116,1,25,10,5,7
967,39,196,1,7,0,46,0,135.0,5.0,2364.0,3459.0,3028.453056,205,2,17,0,4,14
968,13,7,1,6,0,46,0,134.0,10.254457730228655,922.0,3518.0,2340.9216,205,1,34,2,5,18
969,8,104,1,1,0,78,0,266.0,13.0,1723.0,3457.0,2830.7763,44,1,20,9,5,9
970,36,30,0,5,3,54,0,328.0,11.0,393.0,2721.0,1874.6350559999998,71,1,9,7,1,7
971,11,40,1,6,0,18,0,110.0,7.0,3037.0,3944.0,3602.5797060000004,100,1,25,10,1,6
972,45,239,1,8,2,72,0,221.0,10.254457730228655,4805.0,6772.0,5949.9792,359,1,9,7,5,9
973,27,59,1,0,0,47,0,322.0,8.0,1808.0,3050.0,2735.321184,279,1,25,10,5,6
974,17,145,1,9,0,68,0,639.0,14.0,2369.0,7595.0,5571.6903,339,1,9,7,3,8
975,26,17,1,6,0,75,0,140.0,5.0,5060.0,6447.0,5837.4162,297,2,4,5,0,16
976,27,127,1,1,0,5,0,283.0,14.0,2771.0,3765.0,3555.224442,201,1,25,10,1,8
977,19,218,0,2,0,85,0,173.0,10.254457730228655,3667.0,4955.0,4423.254528,212,1,25,10,2,9
978,17,164,1,2,3,31,0,120.0,15.0,1884.0,9968.0,6039.752775,116,1,25,10,5,5
979,33,120,0,6,2,68,0,144.0,5.0,1100.0,1899.0,1627.8075,86,1,25,10,2,7
980,3,201,1,5,0,44,1,337.0,9.0,6676.0,8570.0,1187.3808144000002,220,2,2,5,4,1
981,3,220,1,4,2,79,0,227.0,13.0,2341.0,3673.0,3205.5309,219,2,26,0,4,23
982,47,254,1,7,2,69,0,169.0,7.0,10458.0,16929.0,13733.3691,205,1,34,2,2,9
983,1,171,1,4,3,21,0,240.0,16.0,3552.0,9955.0,6986.799225,28,2,4,5,1,14
984,18,254,1,3,2,20,0,373.0,14.0,6388.0,10281.0,8522.988675,205,1,34,2,1,21
985,0,191,1,7,0,82,1,126.0,5.0,5985.0,8551.0,1093.6656192,44,1,20,9,2,0
986,35,141,1,9,0,58,1,476.0,7.0,1947.0,3754.0,496.07964000000004,219,2,37,4,4,18
987,29,10,1,7,3,21,0,103.0,9.0,408.0,2100.0,1354.734675,44,2,4,5,1,13
988,19,149,0,8,0,85,1,271.0,2.0,2693.0,5264.0,628.3643519999999,315,2,4,5,1,13
989,18,59,1,6,0,92,0,106.0,5.0,3908.0,6010.0,4994.508288,257,1,12,7,3,19
990,23,192,1,4,2,100,0,257.0,16.0,4028.0,6176.0,5246.3989,205,1,34,2,5,21
991,39,177,1,8,0,12,0,233.0,1.0,3781.0,6563.0,5404.979448,215,1,9,7,5,5
992,33,199,0,8,0,96,0,223.0,1.0,1134.0,4511.0,3001.920768,212,1,25,10,2,8
993,36,29,1,7,0,53,0,195.0,11.0,911.0,2977.0,2127.4367039999997,201,1,25,10,2,6
994,25,179,1,6,0,19,0,119.0,10.254457730228655,3027.0,4410.0,3839.7159899999997,339,1,9,7,1,8
995,10,120,1,8,2,60,0,202.0,7.0,1124.0,2646.0,2041.3328,44,1,20,9,1,14
996,35,254,1,6,2,57,1,113.0,9.0,3008.0,8375.0,865.8657648,348,2,4,5,0,15
997,36,14,1,1,0,63,0,256.0,15.0,8128.0,12076.0,10269.4185,221,2,2,5,4,10
998,20,127,1,6,0,22,0,148.0,8.0,6102.0,6363.615760927363,7507.584,262,1,34,2,5,20
999,26,231,0,0,0,2,1,315.0,6.0,4250.0,6012.0,817.2802638,54,2,0,0,3,21
1000,40,191,0,3,0,63,0,394.0,13.0,10631.0,14305.0,12749.4279,53,1,34,2,4,18
1001,34,265,0,5,0,47,0,254.0,11.0,522.0,1040.0,1029.2304960000001,44,1,20,9,3,11
1002,41,149,0,9,0,55,0,576.0,16.0,2230.0,2746.0,3048.344928,86,1,25,10,2,13
1003,8,195,1,5,0,9,1,291.0,13.0,2252.0,5193.0,602.6907249,202,1,33,2,3,16
1004,39,156,1,1,0,30,0,255.0,15.0,4469.0,11423.0,8192.3877,221,2,2,5,5,9
1005,41,164,0,4,3,81,0,268.0,17.0,2135.0,16144.0,9287.348224,345,2,4,5,2,14
1006,8,127,0,9,0,57,0,264.9705573080967,7.0,3966.0,6363.615760927363,5102.8812,86,1,25,10,3,8
1007,39,164,1,0,3,74,0,307.0,7.0,1600.0,17338.0,9684.8037,221,2,3,5,6,16
1008,3,200,0,9,0,14,0,530.0,13.0,4646.0,6702.0,6210.758862,282,1,20,9,5,14
1009,4,164,1,6,3,70,0,138.0,6.0,8971.0,16944.0,12972.2373,3,1,33,2,4,7
1010,36,191,1,3,0,8,0,392.0,13.0,3384.0,4717.0,4447.325223,86,1,25,10,2,8
1011,49,78,1,9,0,63,1,479.0,10.0,3807.0,5820.0,786.650535,3,2,45,5,1,0
1012,15,149,1,3,0,82,0,358.0,14.0,1570.0,2999.0,2607.60192,201,1,25,10,1,8
1013,19,10,1,9,3,52,0,545.0,10.0,639.0,1127.0,1419.735168,338,1,9,7,3,9
1014,48,195,1,5,0,22,0,285.0,10.0,4042.0,5662.0,5128.995375,308,1,9,7,5,9
1015,42,231,0,4,0,49,0,298.0,16.0,3682.0,5243.0,4737.127104,53,1,34,2,1,21
1016,24,218,1,8,0,19,0,284.0,7.0,5589.0,6363.615760927363,6766.353297,345,1,16,8,1,1
1017,6,204,1,3,0,7,0,356.0,17.0,874.0,4248.0,2921.0578649999998,201,1,25,10,2,5
1018,31,218,1,7,0,39,0,122.0,11.0,3703.0,4716.0,4325.289675,205,1,25,10,4,6
1019,28,218,1,9,0,58,0,475.0,17.0,3989.0,5474.0,5181.166944,155,2,4,5,1,14
1020,29,40,0,8,0,100,0,285.0,2.0,3268.0,4546.0,4098.44245,247,1,25,10,4,8
1021,24,191,0,7,0,22,0,264.9705573080967,10.0,4086.0,5998.0,5184.0474,204,1,32,2,1,22
1022,6,120,0,4,2,83,0,266.0,17.0,2133.0,10767.0,6630.091776,86,1,25,10,3,8
1023,11,268,0,8,2,74,0,226.0,3.0,2717.0,4524.0,3809.1141,86,2,43,4,6,15
1024,23,183,0,1,0,88,0,268.0,17.0,2629.0,8782.0,5897.041920000001,44,1,20,9,2,14
1025,28,120,0,5,2,25,0,261.0,12.0,1470.0,4795.0,3388.76685,261,1,36,3,5,12
1026,1,134,1,6,2,40,0,145.0,5.0,4034.0,5884.0,4991.5842,95,1,9,7,1,6
1027,7,22,1,3,0,37,0,365.0,14.0,1117.0,3469.0,2654.556975,205,2,0,0,1,19
1028,11,239,0,7,2,71,0,178.0,3.0,2712.0,4002.0,3500.6499,205,1,25,10,5,7
1029,41,164,1,5,3,23,0,262.0,14.0,2685.0,6965.0,5081.0256,77,1,20,9,6,10
1030,30,201,0,8,0,29,0,297.0,8.0,2707.0,3744.0,3516.2673,201,1,25,10,1,7
1031,41,191,0,8,0,21,0,235.0,9.0,6210.0,8502.0,7578.62595,257,1,19,9,6,15
1032,20,228,1,5,0,86,0,291.0,5.0,4042.0,5251.0,4868.686592,221,2,2,5,1,13
1033,5,187,1,4,0,55,1,213.0,16.0,5266.0,8235.0,1039.449672,165,1,12,7,2,17
1034,30,1,0,4,0,83,0,268.0,10.0,2459.0,7692.0,5271.560447999999,282,1,9,7,2,7
1035,18,201,1,1,0,8,1,228.0,13.0,4245.0,5396.0,758.13967845,205,2,0,0,0,22
1036,41,149,1,3,0,61,1,364.0,15.0,1193.0,3130.0,375.51788999999997,205,1,41,3,0,21
1037,30,239,1,4,0,50,1,293.0,10.0,3680.0,5310.0,714.2742,44,1,20,9,2,16
1038,49,231,1,8,0,95,0,220.0,9.0,5372.0,7449.0,6540.707711999999,20,2,4,5,1,11
1039,37,228,1,0,0,58,0,340.0,10.0,2058.0,3842.0,3271.87512,116,1,25,10,5,6
1040,41,3,1,9,0,88,0,483.0,10.0,1052.0,2261.0,2110.327296,201,1,25,10,1,9
1041,45,164,1,5,3,40,0,318.0,5.0,576.0,1379.0,1266.830225,205,1,25,10,4,7
1042,13,230,0,7,0,36,0,137.0,11.0,3546.0,5325.0,4565.93655,3,1,29,1,6,0
1043,44,230,1,8,0,71,0,255.0,9.0,4052.0,7207.0,5830.6743,339,1,33,2,3,7
1044,18,141,0,8,2,58,0,233.0,5.0,1239.0,3287.0,2481.148368,262,2,17,0,1,13
1045,10,22,0,6,0,100,0,129.0,8.0,1114.0,3222.0,2247.008575,219,1,36,3,6,1
1046,9,268,1,0,1,41,1,333.0,8.0,1519.0,5559.0,577.5046632,44,1,20,9,1,16
1047,38,218,0,1,0,67,0,273.0,16.0,3558.0,4942.0,4484.502,54,2,0,0,2,20
1048,40,234,0,0,3,13,0,312.0,10.0,253.0,2718.0,1798.8101010000003,368,2,4,5,0,15
1049,36,115,1,9,0,6,0,521.0,12.0,2113.0,8421.0,5793.740568,315,2,4,5,1,13
1050,9,6,1,5,0,48,0,264.9705573080967,7.0,3409.0,8173.0,6104.72808,15,1,20,9,0,13
1051,34,149,0,9,0,87,0,549.0,5.0,1373.0,2634.0,2516.7296,205,1,25,10,3,7
1052,44,220,1,1,2,53,1,234.0,16.0,2169.0,3375.0,448.67597760000007,132,2,43,4,6,0
1053,21,98,0,0,0,32,0,297.0,17.0,1868.0,2662.0,2559.435375,201,1,25,10,1,7
1054,35,90,1,6,0,33,0,117.0,5.0,2390.0,3424.0,3017.886375,205,1,25,10,3,6
1055,26,201,1,8,0,47,0,205.0,4.0,6804.0,10044.0,8577.122832,205,1,34,2,5,21
1056,26,201,1,4,0,28,0,296.0,12.0,6226.0,8542.0,7669.63785,44,1,20,9,2,11
1057,2,149,1,6,0,98,1,135.0,7.0,3090.0,4729.0,598.3439616000001,345,2,4,5,1,16
1058,27,198,0,6,1,16,0,132.0,7.0,2973.0,5478.0,4360.023954,53,2,0,0,1,19
1059,6,0,1,1,0,75,0,299.0,12.0,2826.0,6702.0,5018.0328,3,2,4,5,2,11
1060,48,231,1,3,0,68,0,351.0,14.0,4605.0,6248.0,5727.249,44,1,20,9,4,11
1061,41,90,0,7,0,24,0,121.0,1.0,3271.0,4395.0,3944.49405,3,1,30,1,6,2
1062,26,178,1,2,0,65,1,106.0,6.0,1410.0,2600.0,313.6617,44,1,20,9,2,11
1063,47,127,1,9,0,7,0,536.0,14.0,4787.0,6584.0,6228.837054,176,1,19,9,5,13
1064,35,245,0,1,2,29,0,289.0,13.0,2276.0,3443.0,3144.33945,219,2,37,4,6,0
1065,26,61,0,5,0,92,0,220.0,8.0,3012.0,4012.0,3681.0287359999998,282,1,24,10,1,0
1066,30,201,1,9,0,80,0,584.0,16.0,6015.0,8410.0,7632.3591,44,1,20,9,1,16
1067,49,22,0,7,0,65,1,182.0,6.0,1085.0,3607.0,375.617385,219,2,0,0,2,22
1068,17,105,1,1,0,98,0,250.0,12.0,4972.0,6909.0,6108.384128,115,2,1,5,1,0
1069,35,127,1,1,0,93,0,249.0,10.254457730228655,5340.0,7107.0,6388.501504,3,1,20,9,0,14
1070,6,17,1,8,0,91,0,262.0,6.0,4627.0,6051.0,5523.49952,44,2,4,5,1,11
1071,24,40,0,6,0,45,0,126.0,6.0,2901.0,3967.0,3539.2628159999995,41,1,20,9,6,11
1072,42,230,1,8,0,96,0,259.0,4.0,3414.0,8156.0,5959.243136,177,2,1,5,2,1
1073,47,268,1,8,1,96,0,251.0,7.0,1977.0,5687.0,4026.846208,44,1,20,9,1,13
1074,39,141,0,2,2,96,0,148.0,8.0,1592.0,4907.0,3351.1385600000003,282,0,31,2,5,3
1075,16,120,1,4,0,15,0,254.0,13.0,4157.0,6394.0,5535.806364,44,1,20,9,4,14
1076,35,123,1,0,1,30,0,293.0,10.0,8264.0,11316.0,10067.558025,3,2,4,5,2,11
1077,48,200,0,6,0,68,0,264.9705573080967,9.0,7902.0,9780.0,8862.4404,205,1,34,2,4,17
1078,4,134,0,9,0,83,0,636.0,10.254457730228655,1746.0,5803.0,4352.941824,339,1,9,7,2,8
1079,23,80,0,5,0,89,0,255.0,10.254457730228655,2457.0,6363.615760927363,3149.011712,86,1,25,10,5,9
1080,37,141,1,4,2,24,0,295.0,13.0,1245.0,4598.0,3212.24925,88,2,37,4,5,0
1081,17,231,1,4,0,79,1,251.0,14.0,6605.0,10068.0,1276.976745,367,2,4,5,0,12
1082,41,220,1,6,2,98,0,112.0,5.0,2397.0,3515.0,3025.2794879999997,205,1,36,3,3,17
1083,28,201,1,4,0,9,0,214.0,17.0,4227.0,6151.0,5411.278818,301,1,9,7,4,9
1084,27,200,0,4,0,3,0,227.0,10.254457730228655,4715.0,6678.0,5932.586682,11,1,25,10,5,8
1085,16,201,1,2,0,58,0,117.0,10.0,6681.0,8411.0,7621.458479999999,44,1,20,9,4,9
1086,17,231,1,3,0,99,0,364.0,11.0,3169.0,4574.0,4178.707456,201,1,25,10,1,8
1087,33,61,0,3,0,78,0,379.0,13.0,4581.0,6964.0,6097.41,44,1,20,9,3,11
1088,30,231,1,9,0,73,0,517.0,5.0,5899.0,8111.0,7450.245,367,2,4,5,0,16
1089,24,201,1,4,0,29,0,253.0,11.0,3485.0,4726.0,4352.11245,279,1,33,2,3,9
1090,12,194,1,6,0,54,0,131.0,9.0,5043.0,6799.0,6018.563088,262,2,41,0,6,20
1091,2,273,1,4,0,9,1,239.0,16.0,1010.0,2355.0,288.59963715,205,2,0,0,2,21
1092,20,247,1,8,0,33,0,225.0,7.0,3460.0,6363.615760927363,4383.43395,86,1,25,10,2,9
1093,46,195,1,1,0,2,0,254.0,14.0,5438.0,7792.0,6877.572174,257,1,19,9,6,11
1094,13,273,1,8,0,7,1,275.0,2.0,967.0,2163.0,276.01889535,219,2,37,4,3,1
1095,6,120,1,9,2,26,0,585.0,8.0,2170.0,6363.615760927363,4839.281475,201,1,25,10,2,5
1096,34,25,0,8,0,89,0,258.0,7.0,2209.0,3193.0,2918.253184,261,2,0,0,3,18
1097,49,30,0,1,3,8,0,246.0,17.0,468.0,2095.0,1529.527032,257,1,19,9,6,14
1098,18,47,1,3,0,82,0,350.0,11.0,3154.0,4487.0,4114.58432,85,1,20,9,5,13
1099,38,14,1,6,0,22,0,126.0,9.0,1551.0,4865.0,3328.547775,201,1,25,10,2,5
1100,24,141,0,4,2,25,0,250.0,14.0,2806.0,4747.0,4021.710525,221,2,2,5,0,1
1101,45,148,1,0,2,1,0,312.0,10.0,1191.0,3379.0,2599.020072,86,1,25,10,4,6
1102,42,149,0,0,0,51,0,333.0,9.0,2621.0,3399.0,3324.297456,268,2,43,4,2,6
1103,19,16,1,7,0,58,0,150.0,11.0,2105.0,2850.0,2613.396528,44,1,20,9,4,14
1104,12,195,0,9,0,87,0,550.0,6.0,5637.0,7999.0,7265.931904000001,44,1,20,9,2,13
1105,1,191,1,4,0,22,0,252.0,10.0,4724.0,6548.0,5878.9059,339,1,9,7,4,8
1106,34,78,1,2,0,92,0,154.0,5.0,519.0,8002.0,4353.030528,297,2,4,5,1,14
1107,40,202,0,2,0,35,0,104.0,8.0,4818.0,7038.0,6021.64815,282,1,37,0,3,13
1108,49,201,1,2,0,97,0,264.9705573080967,7.0,2851.0,3406.0,3207.822464,282,1,25,10,1,6
1109,3,228,1,6,0,68,0,114.0,9.0,4115.0,5567.0,4909.7664,311,2,45,5,6,3
1110,5,194,0,4,0,30,0,297.0,17.0,5354.0,7670.0,6803.019825,308,1,9,7,4,7
1111,21,141,1,7,2,1,0,167.0,2.0,3189.0,7599.0,5561.523792,301,2,4,5,1,14
1112,48,149,0,4,0,67,0,207.0,13.0,3256.0,6591.0,5085.531,157,2,4,5,2,13
1113,2,165,1,3,2,80,0,367.0,15.0,3029.0,4260.0,3926.588175,44,1,20,9,4,13
1114,12,69,1,2,0,98,0,165.0,11.0,5778.0,11653.0,8762.072704,262,1,34,2,5,19
1115,15,145,1,2,0,36,0,163.0,11.0,1458.0,5031.0,3402.542325,339,1,20,9,5,10
1116,0,90,1,9,2,63,0,566.0,15.0,2240.0,3205.0,3259.6542,212,1,25,10,2,6
1117,5,268,0,1,1,80,0,264.9705573080967,16.0,2171.0,6363.615760927363,5587.5855,44,1,20,9,2,11
1118,32,127,1,9,0,53,0,574.0,11.0,3323.0,4525.0,4473.505152000001,205,1,25,10,3,9
1119,0,231,1,3,0,20,0,365.0,14.0,5582.0,8654.0,7324.378175,20,2,4,5,1,0
1120,39,40,0,0,0,59,0,262.0,10.0,6596.0,8356.0,7695.908928,205,1,34,2,4,17
1121,2,90,1,7,2,86,0,147.0,10.254457730228655,4797.0,6292.0,5611.178496,3,1,19,9,6,11
1122,25,201,1,4,0,55,1,274.0,12.0,4237.0,5492.0,766.7124336,54,2,43,4,5,13
1123,13,192,0,7,1,84,0,195.0,8.0,6517.0,9412.0,8048.281472,3,1,19,9,6,15
1124,22,201,1,3,0,1,0,396.0,12.0,3945.0,5185.0,4965.983352,205,2,17,0,6,10
1125,33,48,1,3,2,89,0,351.0,16.0,1013.0,1376.0,1525.1272960000001,257,1,9,7,1,8
1126,36,40,1,5,0,43,1,245.0,14.0,5938.0,8587.0,1120.4335368,205,1,34,2,3,9
1127,23,216,0,7,0,83,0,167.0,10.0,3112.0,4515.0,3926.935936,368,1,26,0,2,8
1128,41,234,1,8,3,45,0,231.0,6.0,368.0,958.0,888.67584,54,1,34,2,2,19
1129,33,228,1,0,0,29,0,295.0,5.0,3846.0,5299.0,4857.615525,279,1,34,2,1,17
1130,19,148,0,8,2,11,0,264.0,7.0,2061.0,9062.0,5828.8070609999995,274,2,4,5,1,14
1131,23,120,0,2,2,38,1,174.0,10.0,2042.0,6501.0,665.79683625,219,1,38,3,0,19
1132,3,257,0,3,1,31,0,376.0,16.0,4041.0,11339.0,8058.10425,158,2,4,5,1,14
1133,48,202,1,3,0,7,0,376.0,17.0,3455.0,4456.0,4337.786178,86,1,25,10,3,9
